url,title,department
http://static.sse.com.cn/stock/information/c/202003/1cbbd1461e634d4db970b6cd4b136fd4.pdf,8-2-1普华永道中天会计师事务所对北京键凯科技股份有限公司关于第一轮审核问询函所做回复的专项意见（2019年年报财务数据更新版）,上海证券交易所-科创板股票审核
http://static.sse.com.cn/stock/information/c/202002/fc8d0d74c67d40b8b0b445ae227f8d26.pdf,8-1-6 发行人及保荐机构关于第二轮审核中心意见落实函的回复（2019年年报财务数据更新版）,上海证券交易所-科创板股票审核
http://static.sse.com.cn/stock/information/c/202002/c667579b87364fe4905b61d365012a3d.pdf,8-2-4 申报会计师关于审核中心意见落实函（一）的回复（2019年年报财务数据更新版）,上海证券交易所-科创板股票审核
http://static.sse.com.cn/stock/information/c/202002/42c62660b0ac4aa1a81205a7c3c658b2.pdf,8-1-1 发行人及保荐机构回复意见（2019年年报财务数据更新版）,上海证券交易所-科创板股票审核
http://static.sse.com.cn/stock/information/c/202002/2070537ddb9e4a6fb8741bfdb2904bae.pdf,8-1-2 发行人及保荐机构关于第二轮审核问询函的回复（2019年年报财务数据更新版）,上海证券交易所-科创板股票审核
http://static.sse.com.cn/stock/information/c/202002/2ae951e68e5e446ea28bd5a3afd843ca.pdf,8-1-5 发行人及保荐机构关于审核中心意见落实函的回复（2019年年报财务数据更新版）,上海证券交易所-科创板股票审核
http://static.sse.com.cn/stock/information/c/201911/8c6ff61fa8e44b81a88f6fc9a5673740.pdf,8-2 会计师关于审核中心意见落实函的回复意见,上海证券交易所-科创板股票审核
http://static.sse.com.cn/stock/information/c/202004/3fc8603550f0449ab32f70271dcf3402.pdf,8-3-1 补充法律意见书（二）,上海证券交易所-科创板股票审核
http://static.sse.com.cn/stock/information/c/202003/ae38a2964dda47ceb5414203e2626aca.pdf,8-3-1 补充法律意见书（一）（2019年年报财务数据更新版）,上海证券交易所-科创板股票审核
http://static.sse.com.cn/stock/information/c/202003/6e52e87fd61047d590985ae2fc720b9c.pdf,8-1-2 发行人及保荐机构关于第二轮审核问询函的回复（2019年年报财务数据更新版）,上海证券交易所-科创板股票审核
http://static.sse.com.cn/stock/information/c/202002/adae1726ef734fa5bae2ec39e9dcbcd6.pdf,8-1-3 发行人及保荐机构回复意见（三）（2019年三季报财务数据更新版）,上海证券交易所-科创板股票审核
http://static.sse.com.cn/stock/information/c/202004/d41283b0271b47d5ad68f342dc29875a.pdf,8-3 律师补充法律意见书（七）,上海证券交易所-科创板股票审核
http://static.sse.com.cn/stock/information/c/202002/5b9f05bc0ad94fc7a3098674c374b6c1.pdf,8-1-4关于湖南南新制药股份有限公司首次公开发行股票并在科创板上市的审核中心意见落实函的回复（2019年年报财务数据更新版）,上海证券交易所-科创板股票审核
http://static.sse.com.cn/stock/information/c/202001/35d40cfcc1824fd8af7978293b3aa633.pdf,8-1 发行人及保荐机构关于审核中心意见落实函的回复,上海证券交易所-科创板股票审核
http://static.sse.com.cn/stock/information/c/202002/1d8b1d8e7a6841d19aebb654a07d804d.pdf,8-1-5 发行人及保荐机构关于审核中心意见落实函（二）的回复（2019年年报财务数据更新版）,上海证券交易所-科创板股票审核
http://static.sse.com.cn/stock/information/c/202002/87a562d38f7c4ccfab1c56c2cff5ba88.pdf,8-1-3 发行人及保荐机构关于第三轮审核问询函的回复意见（2019年年报财务数据更新版）,上海证券交易所-科创板股票审核
http://static.sse.com.cn/stock/information/c/202003/352bcd4c4a4342d2b873affa1d4c7085.pdf,8-1 发行人及保荐机构关于上市委审议意见落实函的回复,上海证券交易所-科创板股票审核
http://static.sse.com.cn/stock/information/c/202002/0b48c4725bc34a2fa6098938238ef7af.pdf,8-1-2发行人及保荐机构第二轮回复意见（2019年年报更新版）,上海证券交易所-科创板股票审核
http://static.sse.com.cn/stock/information/c/202002/97914eb1a51a4d868d548a6d4d1d62a0.pdf,8-1-1关于《关于湖南金博碳素股份有限公司首次公开发行股票并在科创板上市申请文件的审核问询函》的回复（2019年年报更新版）,上海证券交易所-科创板股票审核
http://static.sse.com.cn/stock/information/c/202004/5e8b479711ac444aa7683074f1244b60.pdf,8-1-3 发行人及保荐机构关于三轮问询函的回复（2019年年报财务数据更新稿）,上海证券交易所-科创板股票审核
